,img_url,description
3209,/us/en/images/products/vadholma-kitchen-island-with-rack-black__0605057_PE681596_S4.JPG,"Freestanding kitchen island; easy to place where you want it in the kitchen. Gives you extra storage in your kitchen. Gives you extra storage, utility and work space."
3210,/us/en/images/products/vadholma-open-storage-brown__0551843_PE658811_S4.JPG,"You can add a personal touch to your kitchen by displaying your cook books, collections or other decorative objects. Makes the contents of the cabinet easy to view and access. 10year Limited Warranty. Read about the terms in the Limited Warranty brochure."
3211,/us/en/images/products/vadholma-open-storage-brown__0551846_PE658813_S4.JPG,"You can add a personal touch to your kitchen by displaying your cook books, collections or other decorative objects. Makes the contents of the cabinet easy to view and access. 10year Limited Warranty. Read about the terms in the Limited Warranty brochure."
3212,/us/en/images/products/vadholma-open-storage-brown__0551840_PE658809_S4.JPG,"You can add a personal touch to your kitchen by displaying your cook books, collections or other decorative objects. Makes the contents of the cabinet easy to view and access. 10year Limited Warranty. Read about the terms in the Limited Warranty brochure."
3213,/us/en/images/products/vadholma-rack-for-kitchen-island-black__0605559_PE681763_S4.JPG,Gives you extra storage in your kitchen.
3214,/us/en/images/products/vadholma-wall-shelf-black__0608179_PE683523_S4.JPG,The wall shelf makes it easy for you to see and reach the things you use every day.
3215,/us/en/images/products/vadholma-wine-shelf-brown__0551849_PE658806_S4.JPG,Makes the contents of the cabinet easy to view and access. An open kitchen cabinet which is suitable for storing bottles so that they are easy to see and reach. 10year Limited Warranty. Read about the terms in the Limited Warranty brochure.
3216,/us/en/images/products/vallentuna-seat-section-white__0729637_PE737083_S4.JPG,"All modules in the VALLENTUNA series can be used freestanding or together to create a sofa combination in any size that suits you perfectly. VALLENTUNA retains its comfort for a long time with generous seating and pocket springs that follow your body. MURUM fixed cover is made of polyester with a protective polyurethane surface that makes it both soft and firm, while the cover is very durable and easycare at the same time. The cover is easy to keep clean as it can be wiped clean with a damp cloth. 10year limited warrranty. Read about the terms in the limited warranty brochure."
3217,/us/en/images/products/vallentuna-seat-section-gray__0728711_PE736420_S4.JPG,"Add, remove or change functions to suit your needs, and choose covers to fit your style. You’ll keep sitting comfortably thanks to the longlasting pocket springs that support your body. The cover is easy to keep clean as it is removable and can be machine washed. 10year limited warrranty. Read about the terms in the limited warranty brochure."
3218,/us/en/images/products/vallentuna-storage-seat-section-black__0730115_PE737371_S4.JPG,"All modules in the VALLENTUNA series can be used freestanding or together to create a sofa combination in any size that suits you perfectly. VALLENTUNA retains its comfort for a long time with generous seating and pocket springs that follow your body. MURUM fixed cover is made of polyester with a protective polyurethane surface that makes it both soft and firm, while the cover is very durable and easycare at the same time. The cover is easy to keep clean as it can be wiped clean with a damp cloth. 10year limited warrranty. Read about the terms in the limited warranty brochure."
3219,/us/en/images/products/vallentuna-sleeper-module-gray__0730152_PE737404_S4.JPG,"All modules in the VALLENTUNA series can be used freestanding or together to create a sofa combination in any size that suits you perfectly. VALLENTUNA retains its comfort for a long time with generous seating and pocket springs that follow your body. Easily converts into a bed. HILLARED cover is woven from cotton and polyester – with viscose and linen added. The durable cover has a clear structure, yet soft and comfortable at the same time. The cover is easy to keep clean as it is removable and can be machine washed. 10year limited warrranty. Read about the terms in the limited warranty brochure."
3220,/us/en/images/products/vallentuna-armrest-gray__0728051_PE736067_S4.JPG,The cover is easy to keep clean as it is removable and can be machine washed. 10year limited warrranty. Read about the terms in the limited warranty brochure.
3221,/us/en/images/products/vallentuna-armrest-black__0728049_PE736060_S4.JPG,"MURUM fixed cover is made of polyester with a protective polyurethane surface that makes it both soft and firm, while the cover is very durable and easycare at the same time. The cover is easy to keep clean as it can be wiped clean with a damp cloth. 10year limited warrranty. Read about the terms in the limited warranty brochure."
3222,/us/en/images/products/vallentuna-back-cushion-gray__0729078_PE736655_S4.JPG,The cover is easy to keep clean as it is removable and can be machine washed.
3223,/us/en/images/products/vallentuna-backrest-gray__0727654_PE735776_S4.JPG,The cover is easy to keep clean as it is removable and can be machine washed. 10year limited warrranty. Read about the terms in the limited warranty brochure.
3224,/us/en/images/products/vallentuna-backrest-gray__0727649_PE735772_S4.JPG,The cover is easy to keep clean as it is removable and can be machine washed. 10year limited warrranty. Read about the terms in the limited warranty brochure.
3225,/us/en/images/products/vallentuna-cover-for-sleeper-module-gray__0515752_PE640009_S4.JPG,ORRSTA cover is woven from cotton and polyester with a light structure that makes it soft and comfortable. The yarndyed fabric has a toneontone effect and a clean and calm look. The cover is easy to keep clean as it is removable and can be machine washed.
3226,/us/en/images/products/vallentuna-storage-seat-section-cover-gray__0515752_PE640009_S4.JPG,ORRSTA cover is woven from cotton and polyester with a light structure that makes it soft and comfortable. The yarndyed fabric has a toneontone effect and a clean and calm look. The cover is easy to keep clean as it is removable and can be machine washed.
