,Unnamed: 0,img_url,description
2759,2759,/us/en/images/products/svalnas-shelf-with-storage__0640696_PE699996_S4.JPG,"Compartments make it easy to organize pens, flatware, etc. Made of bamboo, which is an easycare, durable natural material."
2745,2745,/us/en/images/products/sunnersta-mini-kitchen__0473349_PE614529_S4.JPG,"Adjustable feet make it possible to compensate for any irregularities in the floor. Sink made of stainless steel, a hygienic, strong and durable material that's easy to keep clean. With SUNNERSTA minikitchen you can easily create a practical and inspiring area for cooking, even in a small space. The shelf is reversible, so you can choose if you want it to the right or left. It’s fast and easy to assemble and take apart."
2530,2530,/us/en/images/products/slakt-storage-seat-section__0636229_PE697742_S4.JPG,"The furniture is easy to move, but also sits evenly where you want it since the 4 casters can be locked. Practical storage space under the lid."
1740,1740,/us/en/images/products/lixhult-storage-combination-blue__0622557_PE690614_S4.JPG,"Keep track of important papers, letters and newspapers by sorting them on the inside of the cabinet door. You can choose to install the door to the right or left, according to what fits the space best. The cabinet can be used either with the included legs or be placed on the floor."
2637,2637,/us/en/images/products/songesand-underbed-storage-box-set-of-brown__0636235_PE697746_S4.JPG,"SONGESAND bed storage boxes work perfectly with SONGESAND bed frame. They fit neatly into the space under the bed and will be flush against sides. Turns the space under your bed into a smart place for storing; perfect for quilts, pillows and linens. You can separate your linens and quilts since the combination includes one narrow and one wide storage box. The storage boxes are easy to roll out and in thanks to the castors on the base."
1385,1385,/us/en/images/products/kallax-workstation__0307578_PE427696_S4.JPG,"Predrilled holes for legs, for easy assembly. You can choose the height of your work surface, between 27½42⅛"", with the height adjustable legs. The table can be moved across the floor without worry because the plastic feet protect against scratching. You can use the connection fixture to attach any nonglass table top in our range to a KALLAX shelf unit. The connection hardware will not scratch the table top because it’s lined with protective felt."
1693,1693,/us/en/images/products/lillabo-garage-with-tow-truck__0712348_PE728753_S4.JPG,"Your child can use their imagination as the garage has different levels, compartments, sliding doors, parking spaces and a detachable ramp. Develops fine motor skills and logical thinking."
453,453,/us/en/images/products/dynan-shelving-unit-with-cabinet-white__0469789_PE612743_S4.JPG,Two functions in one piece of furniture – a cabinet with a door to hide away your things and open shelves for clean towels and things you want close at hand. There is room for up to 8 bath towels in the space between the shelves. The open shelves mean that you easily see and reach your things. The shelf unit is wide and shallow – two features which create a lot of space for your things and also give you more floor space to easily move around. You can quickly create a personal storage solution with several shelf units since they are easy to assemble – and disassemble. Adjustable feet make it possible to compensate for any irregularities in the floor. Perfect in a small bathroom.
2591,2591,/us/en/images/products/soderhamn-sectional-seat-corner-turquoise__0666406_PE713538_S4.JPG,"All sections in the SÖDERHAMN sofa series can be used freestanding or put together into exactly the sofa combination you want and need ‒ both big and small. You can sit in comfort with a slight, pleasant resilience thanks to the elastic weave in the bottom and high resilience foam in the seat cushions. SÖDERHAMN seating series allows you to sit deeply, low and softly with the loose back cushions for extra support. This cover is made from FINNSTA fabric in cotton and polyester, which is yarndyed. It has a clear, visible structure with a twotone effect that gives a nice depth. The cover is easy to keep clean as it is removable and can be machine washed. 10year limited warrranty. Read about the terms in the limited warranty brochure."
640,640,/us/en/images/products/fintorp-papertowel-holder__0711699_PE728390_S4.JPG,"Can be used in 2 ways, either hung on FINTORP rail using FINTORP hooks, or kept freestanding on a table or countertop."
1733,1733,/us/en/images/products/lisabo-table__0737105_PE740883_S4.JPG,"Easy to assemble as each leg has only one screw. Ash is a strong hardwood material with a beautiful grain pattern. As it ages the color deepens moderately towards a deep straw color. The table surface in ash veneer and legs in solid birch give a warm, natural feeling to your room. This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years."
2331,2331,/us/en/images/products/sensuell-saucepan-with-lid-gray__0712835_PE729098_S4.JPG,"25year Limited Warranty. Read about the terms in the Limited Warranty brochure. The lid has a glass window that allows you to monitor the contents of the pot during the cooking process. The handle provides a comfortable and secure grip because it follows the contours of your hand and has silicon on the underside. The entire pan, including the base and sides, has one layer of aluminum between two layers of stainless steel. This distributes heat evenly and energy efficiently from several directions and makes it easy to regulate. The pan has extra thick walls and base, which distribute the heat evenly. The graduated interior makes it easy to measure liquid directly in the pan. You can cook food on a low heat and save energy, because the stainless steel in the pan absorbs heat well and retains it for a long time. Suitable for all types of cooktops, including induction cooktops. The lid is slanted on the inside so that condensation drips down into the pot during cooking – instead of landing on the countertop when you remove the lid. Made of highquality stainless steel, which makes the pan very durable and easy to clean. Steam vent reduces pressure so that food does not easily boil over. Using the lid brings the contents of the pot to a boil faster, so that you can save time, energy and money while lowering your environmental impact."
1874,1874,/us/en/images/products/munsbit-dry-roasted-nuts-berries-raisins__0719479_PE732068_S4.JPG,"Better snacking. Pure and natural energy, without the excess sugar. A timesaver. Fuel up in a flash and keep going. This product is very lightly salted. Nuts are a good source of fiber, protein and unsaturated fats."
2485,2485,/us/en/images/products/skogsta-bench__0365464_PE548272_S4.JPG,"Solid wood is a durable natural material which can be sanded and surface treated when required. Acacia has a rich brown color and distinctive grain pattern. It is highly durable, resistant to scratches and water, ideal for heavyuse. Acacia slightly darkens with age."
1815,1815,/us/en/images/products/malm-bed-frame-high-white__0637620_PE704551_S4.JPG,This versatile bed frame will look great with your choice of textiles and bedroom furniture. You can sit up comfortably in bed thanks to the high headboard – just prop some pillows behind your back and you will have a comfortable place to read or watch TV. You can easily vacuum under the bed frame to keep the space clean and dustfree. Adjustable bed sides allow you to use mattresses of different thicknesses. 16 layerglued slats adjust to your body weight and increase the suppleness of the mattress.
